http://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter:like 18,view 208817, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-plethora-of-open-data-repositories-i-e-thousands:like 6,view 3395, facebook 0
http://www.datasciencecentral.com/profiles/blogs/revisiting-mass-data-assignments:like 0,view 87, facebook 0
http://www.datasciencecentral.com/profiles/blogs/variable-metrics-formats-for-mass-data-assignments:like 0,view 258, facebook 0
http://www.datasciencecentral.com/profiles/blogs/qualitative-engine-for-organizational-simulations:like 0,view 229, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-literacy-democratic-exercise:like 3,view 293, facebook 0
http://www.datasciencecentral.com/profiles/blogs/2016-the-year-of-the-zettabyte:like 2,view 672, facebook 0
http://www.datasciencecentral.com/profiles/blogs/on-ultraviolet-data:like 1,view 265, facebook 0
http://www.datasciencecentral.com/profiles/blogs/using-amazon-redshift-s-interleaved-sort-keys-for-35x-faster:like 0,view 423, facebook 0
http://www.datasciencecentral.com/profiles/blogs/building-web-data-products-with-r-shiny:like 4,view 2384, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-imprints-and-the-holocaust:like 0,view 103, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-do-your-statistics-boss-you-around:like 3,view 402, facebook 0
http://www.datasciencecentral.com/profiles/blogs/predictive-analytics-a-soup-story:like 2,view 898, facebook 0
http://www.datasciencecentral.com/profiles/blogs/12-signs-to-identify-a-data-driven-culture:like 0,view 377, facebook 0
http://www.datasciencecentral.com/profiles/blogs/180-leading-data-science-big-data-and-analytics-bloggers:like 0,view 1246, facebook 0
http://www.datasciencecentral.com/profiles/blogs/43-data-science-thought-leaders-according-to-berkeley-university:like 0,view 926, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-linkedin-groups-for-analytics-big-data-data-mining-and-data:like 0,view 2440, facebook 0
http://www.datasciencecentral.com/profiles/blogs/math-my-data-science-stimulus-package-and-its-guerrilla-analytics:like 2,view 857, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-visual-introduction-to-machine-learning:like 5,view 1466, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientist-paid-500k-can-barely-code:like 7,view 18583, facebook 0
http://www.datasciencecentral.com/profiles/blogs/3-ways-to-get-your-data-into-shape-infographic:like 2,view 771, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-august-31:like 0,view 598, facebook 0
http://www.datasciencecentral.com/profiles/blogs/ten-top-languages-for-crunching-big-data:like 4,view 6718, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-signs-that-you-are-not-a-data-scientist:like 6,view 10140, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-analytics-and-business-intelligence-for-better-customer:like 0,view 677, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-mining-and-big-data-analytics:like 0,view 790, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-is-big-data-and-why-should-you-care:like 2,view 974, facebook 0
http://www.datasciencecentral.com/profiles/blogs/8-online-classes-that-will-make-you-smarter-about-it:like 2,view 1046, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-cleansing-vs-data-maintenance-which-one-is-most-important:like 1,view 628, facebook 0
http://www.datasciencecentral.com/profiles/blogs/you-will-meet-too-much-false-precision:like 0,view 161, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-logistic-regression-dead:like 3,view 3924, facebook 0
http://www.datasciencecentral.com/profiles/blogs/two-reasons-why-businesses-need-to-pay-heed-to-data-analytics:like 0,view 385, facebook 0
http://www.datasciencecentral.com/profiles/blogs/seasonality:like 1,view 1287, facebook 0
http://www.datasciencecentral.com/profiles/blogs/assembling-the-data-team-part-2-traits-to-avoid:like 0,view 772, facebook 0
http://www.datasciencecentral.com/profiles/blogs/summary-of-noaa-analysis:like 0,view 568, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-success-full-growth-of-business-with-big-data:like 0,view 105, facebook 0
http://www.datasciencecentral.com/profiles/blogs/thought-for-food-analyzing-the-performance-of-a-leading:like 1,view 744, facebook 0
http://www.datasciencecentral.com/profiles/blogs/awesome-data-viz-curated-list-of-data-viz-frameworks-libraries-so:like 0,view 2987, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-research-questions-the-real-origin-of-the-us-peace-corps:like 0,view 215, facebook 0
http://www.datasciencecentral.com/profiles/blogs/emotional-data-quality:like 0,view 35, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-a-tool-for-making-better-decisions:like 0,view 612, facebook 0
http://www.datasciencecentral.com/profiles/blogs/salesforce-fixes-its-eyes-firmly-on-data-science:like 1,view 618, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-data-science-conference-chicago-november-12-13-2015:like 0,view 144, facebook 0
http://www.datasciencecentral.com/profiles/blogs/can-data-mining-algorithms-extract-value-from-your-personal-data:like 0,view 108, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-august-24:like 0,view 760, facebook 0
http://www.datasciencecentral.com/profiles/blogs/10-resources-to-help-you-stop-doing-pie-charts:like 6,view 3437, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-data-is-good:like 1,view 343, facebook 0
http://www.datasciencecentral.com/profiles/blogs/machine-learning-libraries-in-go-language-3:like 2,view 1613, facebook 0
http://www.datasciencecentral.com/profiles/blogs/analytics-like-a-mosquito-in-a-nudist-colony:like 0,view 1277, facebook 0
http://www.datasciencecentral.com/profiles/blogs/an-introduction-to-data-visualization:like 3,view 3182, facebook 0
http://www.datasciencecentral.com/profiles/blogs/using-data-to-benchmark-amazon-engineering-employee-satisfaction:like 4,view 3296, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-falls-off-the-hype-cycle:like 3,view 6570, facebook 0
http://www.datasciencecentral.com/profiles/blogs/visualizations-comparing-tableau-spss-r-excel-matlab:like 8,view 18754, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-experian-is-using-big-data:like 1,view 682, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-and-technology-monthly-august-2015:like 0,view 412, facebook 0
http://www.datasciencecentral.com/profiles/blogs/video-aster-tango-sql-mr-gr-scripting-tool:like 0,view 135, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-so-many-fake-big-data-gurus:like 3,view 1099, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-really-cool-internet-of-things-sports-gadgets:like 1,view 1228, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-your-cmo-keeping-up-with-elusive-marketing-attribution-trends:like 0,view 131, facebook 0
http://www.datasciencecentral.com/profiles/blogs/brontobytes-yottabytes-geopbytes-and-beyond:like 0,view 530, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-creates-a-revolutionary-paradigm-change-in-the-history:like 0,view 96, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-you-should-use-open-data-to-hone-your-machine-learning-models:like 5,view 1482, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-donald-trump-might-say-about-data-science-if-he-knew-what-we:like 1,view 1273, facebook 0
http://www.datasciencecentral.com/profiles/blogs/ten-top-nosql-databases:like 0,view 2869, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-august-17:like 0,view 344, facebook 0
http://www.datasciencecentral.com/profiles/blogs/five-critical-words-when-searching-for-data-prep-tools:like 0,view 705, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-will-they-call-us-in-10-years:like 4,view 1504, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-simple-introduction-to-data-science:like 2,view 2997, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-uber-for-law:like 0,view 920, facebook 0
http://www.datasciencecentral.com/profiles/blogs/tutorial-how-to-establish-quality-and-correctness-of:like 2,view 794, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-tips-for-small-businesses-from-ebay-s-head-of-data:like 0,view 613, facebook 0
http://www.datasciencecentral.com/profiles/blogs/cloud-services-open-source-vs-proprietary:like 0,view 289, facebook 0
http://www.datasciencecentral.com/profiles/blogs/10-companies-looking-to-hire-deep-learning-experts:like 1,view 1331, facebook 0
http://www.datasciencecentral.com/profiles/blogs/30-seminal-articles-every-data-scientist-should-read:like 2,view 8185, facebook 0
http://www.datasciencecentral.com/profiles/blogs/semantic-data-modeling-for-fun-and-profit:like 1,view 543, facebook 0
http://www.datasciencecentral.com/profiles/blogs/good-friday-reading:like 0,view 70, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-career-opportunity-in-banking-data-scientists-can-t-afford-to:like 0,view 1099, facebook 0
http://www.datasciencecentral.com/profiles/blogs/predictive-analytics-and-data-science-same-or-different:like 0,view 856, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-nosql-fundamentally-changed-machine-learning:like 12,view 8697, facebook 0
http://www.datasciencecentral.com/profiles/blogs/machine-learning-in-javascript-a-compilation-of-resources:like 6,view 3101, facebook 0
http://www.datasciencecentral.com/profiles/blogs/18-free-and-widely-used-open-source-nosql-databases:like 0,view 1100, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-biggest-challenge-facing-data:like 2,view 1179, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-so-many-fake-data-scientist:like 14,view 21777, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-10-best-cities-to-find-a-big-data-job:like 1,view 6457, facebook 0
http://www.datasciencecentral.com/profiles/blogs/11-awesome-data-visualizations-way-ahead-of-their-time-infographi:like 4,view 3088, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-august-10:like 0,view 806, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-5-trends-in-big-data-analytics:like 1,view 1806, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-many-experts-does-it-take:like 4,view 1639, facebook 0
http://www.datasciencecentral.com/profiles/blogs/meta-collection-of-data-science-and-big-data-analytics-best:like 1,view 2171, facebook 0
http://www.datasciencecentral.com/profiles/blogs/defining-your-data-quality-problems:like 1,view 511, facebook 0
http://www.datasciencecentral.com/profiles/blogs/ai-examples-in-investing:like 0,view 458, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-i-don-t-like-it-ppl-in-my-analytics-team:like 6,view 1895, facebook 0
http://www.datasciencecentral.com/profiles/blogs/20-free-big-data-sources-everyone-should-check-out:like 2,view 6692, facebook 0
http://www.datasciencecentral.com/profiles/blogs/15-questions-all-r-users-have-about-plots:like 2,view 1486, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-big-data-accounts-on-twitter:like 3,view 1596, facebook 0
http://www.datasciencecentral.com/profiles/blogs/information-fusion-and-data-integration-fast-vs-batch:like 1,view 236, facebook 0
http://www.datasciencecentral.com/profiles/blogs/aster-video-series-aster-and-text-analysis-textchunker-vector:like 1,view 413, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-return-on-analytics-what-is-the-show-stopper:like 1,view 680, facebook 0
http://www.datasciencecentral.com/profiles/blogs/ingredients-of-data-science-1:like 0,view 640, facebook 0
http://www.datasciencecentral.com/profiles/blogs/nine-intereting-questions-about-data-science-big-data-1:like 0,view 1182, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-ensure-a-high-data-iq-score:like 3,view 631, facebook 0
http://www.datasciencecentral.com/profiles/blogs/stop-hiring-data-scientists-if-you-re-not-ready-for-data-science:like 2,view 788, facebook 0
http://www.datasciencecentral.com/profiles/blogs/17-useful-data-science-and-ml-resources:like 0,view 758, facebook 0
http://www.datasciencecentral.com/profiles/blogs/could-data-science-lead-to-societal-harmony:like 0,view 51, facebook 0
http://www.datasciencecentral.com/profiles/blogs/aster-and-generalized-linear-model-functionality:like 0,view 225, facebook 0
http://www.datasciencecentral.com/profiles/blogs/dummies-for-data-science-a-reading-list:like 11,view 4085, facebook 0
http://www.datasciencecentral.com/profiles/blogs/evolution-of-deep-learning-models:like 4,view 2697, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-august-3:like 0,view 274, facebook 0
http://www.datasciencecentral.com/profiles/blogs/comprehensive-guide-for-data-exploration-in-r:like 1,view 2745, facebook 0
http://www.datasciencecentral.com/profiles/blogs/national-institute-of-standards-and-technology-takes-on-big-data:like 2,view 741, facebook 0
http://www.datasciencecentral.com/profiles/blogs/20-data-science-r-python-excel-and-machine-learning-cheat-sheets:like 9,view 23559, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadley-wickham-the-man-who-revolutionized-r:like 2,view 1963, facebook 0
http://www.datasciencecentral.com/profiles/blogs/deep-learning-vs-machine-learning-vs-pattern-recognition:like 1,view 2390, facebook 0
http://www.datasciencecentral.com/profiles/blogs/10-machine-learning-terms-explained-in-simple-english:like 11,view 10700, facebook 0
http://www.datasciencecentral.com/profiles/blogs/simple-rules-to-catch-web-spam:like 1,view 269, facebook 0
http://www.datasciencecentral.com/profiles/blogs/text-analytics-suffers-a-setback-from-facebook:like 0,view 634, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-beginner-s-guide-to-amazon-web-services-infographic:like 2,view 1806, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-and-technology-monthly-july-2015:like 1,view 456, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-the-key-to-b2b-marketing-lead-generation:like 1,view 577, facebook 0
http://www.datasciencecentral.com/profiles/blogs/overcoming-aspects-of-social-disablement-in-data:like 0,view 100, facebook 0
